atom_id,molecule_id,element,atype,charge
d49_9,d49,h,3,0.118
d4_1,d4,c,22,-0.122
d4_10,d4,c,29,0.008
d4_11,d4,c,22,-0.122
d4_12,d4,c,29,0.008
d4_13,d4,c,28,0.008
d4_14,d4,c,22,-0.122
d4_15,d4,c,22,-0.122
d4_16,d4,c,22,-0.122
d4_17,d4,n,38,0.809
d4_18,d4,o,40,-0.391
d4_19,d4,o,40,-0.391
d4_2,d4,c,22,-0.122
d4_20,d4,h,3,0.138
d4_21,d4,h,3,0.138
d4_22,d4,h,3,0.138
d4_23,d4,h,3,0.139
d4_24,d4,h,3,0.139
d4_25,d4,h,3,0.138
d4_26,d4,h,3,0.138
d4_27,d4,h,3,0.138
d4_28,d4,h,3,0.139
d4_3,d4,c,27,0.008
d4_4,d4,c,27,-0.092
d4_5,d4,c,28,0.008
d4_6,d4,c,22,-0.122
d4_7,d4,c,22,-0.122
d4_8,d4,c,22,-0.122
d4_9,d4,c,22,-0.122
d50_1,d50,c,22,-0.118
d50_10,d50,c,22,-0.118
d50_11,d50,c,22,-0.118
d50_12,d50,c,22,-0.118
d50_13,d50,c,22,-0.118
d50_14,d50,h,3,0.142
d50_15,d50,h,3,0.142
d50_16,d50,h,3,0.142
d50_17,d50,n,38,0.811
d50_18,d50,n,38,0.811
d50_19,d50,o,40,-0.389
d50_2,d50,c,22,-0.118
d50_20,d50,o,40,-0.389
d50_21,d50,o,40,-0.388
d50_22,d50,o,40,-0.388
d50_3,d50,c,27,0.012
d50_4,d50,c,27,0.012
d50_5,d50,c,22,-0.118
d50_6,d50,c,22,-0.118
d50_7,d50,h,3,0.142
d50_8,d50,h,3,0.142
d50_9,d50,h,3,0.142
d51_1,d51,c,22,-0.118
d51_10,d51,c,27,-0.089
d51_11,d51,c,27,0.012
d51_12,d51,c,22,0.012
d51_13,d51,c,22,0.012
d51_14,d51,c,22,-0.118
d51_15,d51,c,22,-0.118
d51_16,d51,c,22,-0.118
d51_17,d51,c,10,-0.089
d51_18,d51,c,10,-0.089
d51_19,d51,c,10,-0.089
d51_2,d51,c,22,-0.118
d51_20,d51,c,10,-0.089
d51_21,d51,n,38,0.811
d51_22,d51,n,38,0.811
d51_23,d51,o,40,-0.39
d51_24,d51,o,40,-0.389
d51_25,d51,o,40,-0.389
d51_26,d51,o,40,-0.39
d51_27,d51,h,3,0.141
d51_28,d51,h,3,0.141
d51_29,d51,h,3,0.141
d51_3,d51,c,27,0.012
d51_30,d51,h,3,0.141
d51_31,d51,h,3,0.141
d51_32,d51,h,3,0.141
d51_33,d51,h,3,0.062
d51_34,d51,h,3,0.062
d51_35,d51,h,3,0.062
d51_36,d51,h,3,0.062
d51_37,d51,h,3,0.062
d51_38,d51,h,3,0.062
d51_39,d51,h,3,0.062
d51_4,d51,c,27,-0.089
d51_40,d51,h,3,0.062
d51_5,d51,c,27,0.012
d51_6,d51,c,22,-0.118
d51_7,d51,c,22,-0.118
d51_8,d51,c,22,-0.118
d51_9,d51,c,27,0.012
d52_1,d52,c,22,-0.118
d52_10,d52,c,27,-0.089
d52_11,d52,c,27,0.012
d52_12,d52,c,22,0.012
d52_13,d52,c,22,0.012
d52_14,d52,c,22,-0.118
d52_15,d52,c,22,-0.118
d52_16,d52,c,22,-0.118
d52_17,d52,c,10,-0.089
d52_18,d52,c,10,-0.089
d52_19,d52,c,10,-0.089
d52_2,d52,c,22,-0.118
d52_20,d52,c,10,-0.089
d52_21,d52,n,38,0.811
d52_22,d52,o,40,-0.389
d52_23,d52,o,40,-0.39
d52_24,d52,n,38,0.811
d52_25,d52,o,40,-0.389
d52_26,d52,o,40,-0.39
d52_27,d52,h,3,0.141
d52_28,d52,h,3,0.141
d52_29,d52,h,3,0.141
d52_3,d52,c,27,0.012
d52_30,d52,h,3,0.141
d52_31,d52,h,3,0.141
d52_32,d52,h,3,0.141
d52_33,d52,h,3,0.062
d52_34,d52,h,3,0.062
d52_35,d52,h,3,0.062
d52_36,d52,h,3,0.062
d52_37,d52,h,3,0.062
d52_38,d52,h,3,0.062
d52_39,d52,h,3,0.062
d52_4,d52,c,27,-0.089
d52_40,d52,h,3,0.062
d52_5,d52,c,27,0.012
d52_6,d52,c,22,-0.118
d52_7,d52,c,22,-0.118
d52_8,d52,c,22,-0.118
d52_9,d52,c,27,0.012
d53_1,d53,c,22,-0.114
d53_10,d53,c,22,-0.114
d53_11,d53,c,22,-0.114
d53_12,d53,c,22,-0.114
d53_13,d53,c,22,-0.114
d53_14,d53,c,22,-0.114
d53_15,d53,c,29,0.016
d53_16,d53,h,3,0.145
d53_17,d53,h,3,0.145
d53_18,d53,h,3,0.145
d53_19,d53,c,10,0.016
d53_2,d53,c,22,-0.114
d53_20,d53,h,3,0.066
d53_21,d53,h,3,0.066
d53_22,d53,n,38,0.815
d53_23,d53,n,38,0.815
d53_24,d53,o,40,-0.385
d53_25,d53,o,40,-0.385
d53_26,d53,o,40,-0.385
d53_27,d53,o,40,-0.385
d53_3,d53,c,22,-0.114
d53_4,d53,c,29,0.016
d53_5,d53,c,22,-0.114
d53_6,d53,c,22,-0.114
d53_7,d53,h,3,0.145
d53_8,d53,h,3,0.145
d53_9,d53,h,3,0.145
d54_1,d54,c,22,-0.108
d54_10,d54,c,22,0.202
d54_11,d54,c,22,-0.108
d54_12,d54,c,22,-0.108
d54_13,d54,c,22,-0.108
d54_14,d54,c,22,-0.108
d54_15,d54,c,22,0.202
d54_16,d54,h,3,0.152
d54_17,d54,h,3,0.152
d54_18,d54,o,50,-0.208
d54_19,d54,o,50,-0.208
d54_2,d54,c,22,-0.108
d54_20,d54,n,38,0.823
d54_21,d54,o,40,-0.377
d54_22,d54,o,40,-0.378
d54_23,d54,c,93,-0.178
d54_24,d54,c,93,-0.178
d54_3,d54,c,22,0.202
d54_4,d54,c,22,0.202
d54_5,d54,c,22,-0.108
d54_6,d54,c,22,-0.108
d54_7,d54,h,3,0.152
d54_8,d54,h,3,0.152
d54_9,d54,h,3,0.152
d55_1,d55,c,22,-0.123
d55_10,d55,h,3,0.137
d55_11,d55,c,22,-0.123
d55_12,d55,c,22,-0.123
d55_13,d55,c,22,-0.123
d55_14,d55,c,22,-0.173
d55_15,d55,h,3,0.137
d55_16,d55,h,3,0.137
d55_17,d55,c,10,0.007
d55_18,d55,h,3,0.057
d55_19,d55,h,3,0.057
d55_2,d55,c,22,-0.123
d55_20,d55,h,3,0.057
d55_21,d55,n,38,0.806
d55_22,d55,o,40,-0.393
d55_23,d55,o,40,-0.393
d55_3,d55,c,27,0.007
d55_4,d55,c,27,0.007
d55_5,d55,c,22,-0.123
d55_6,d55,c,22,-0.123
d55_7,d55,h,3,0.137
d55_8,d55,h,3,0.137
d55_9,d55,h,3,0.137
d56_1,d56,c,22,-0.148
d56_10,d56,h,3,0.112
d56_11,d56,c,22,0.182
d56_12,d56,c,22,-0.148
d56_13,d56,c,22,-0.148
d56_14,d56,c,22,-0.148
d56_15,d56,c,22,-0.148
d56_16,d56,c,22,0.182
d56_17,d56,h,3,0.112
d56_18,d56,h,3,0.112
d56_19,d56,h,3,0.112
d56_2,d56,c,22,-0.148
d56_20,d56,n,32,-0.419
d56_21,d56,n,32,-0.418
d56_22,d56,h,1,0.282
d56_23,d56,h,1,0.282
d56_24,d56,n,38,0.781
d56_25,d56,o,40,-0.418
d56_26,d56,o,40,-0.418
d56_3,d56,c,22,0.182
d56_4,d56,c,22,0.182
d56_5,d56,c,22,-0.148
d56_6,d56,c,22,-0.148
d56_7,d56,h,3,0.112
d56_8,d56,h,3,0.112
d56_9,d56,h,3,0.112
d57_1,d57,c,22,-0.116
d57_10,d57,h,3,0.144
d57_11,d57,c,29,0.014
d57_12,d57,c,22,-0.116
d57_13,d57,c,22,-0.116
d57_14,d57,c,22,-0.116
d57_15,d57,c,22,-0.116
d57_16,d57,c,22,-0.116
d57_17,d57,h,3,0.144
d57_18,d57,h,3,0.144
d57_19,d57,h,3,0.144
d57_2,d57,c,22,-0.116
d57_20,d57,n,38,0.813
d57_21,d57,n,38,0.813
d57_22,d57,n,38,0.814
d57_23,d57,o,40,-0.386
d57_24,d57,o,40,-0.386
d57_25,d57,o,40,-0.386
d57_26,d57,o,40,-0.386
d57_27,d57,o,40,-0.386
d57_28,d57,o,40,-0.386
d57_3,d57,c,22,-0.116
d57_4,d57,c,29,0.014
d57_5,d57,c,22,-0.116
d57_6,d57,c,22,-0.116
d57_7,d57,h,3,0.144
d57_8,d57,h,3,0.144
d57_9,d57,h,3,0.144
d58_1,d58,c,22,-0.099
d58_10,d58,c,195,-0.069
d58_11,d58,c,22,-0.099
d58_12,d58,c,10,0.031
d58_13,d58,c,10,0.031
d58_14,d58,c,22,-0.099
d58_15,d58,c,22,-0.099
d58_16,d58,c,22,-0.099
d58_17,d58,n,38,0.83
d58_18,d58,o,40,-0.369
d58_19,d58,o,40,-0.369
d58_2,d58,c,22,-0.099
d58_20,d58,h,3,0.161
d58_21,d58,h,3,0.161
d58_22,d58,h,3,0.161
d58_23,d58,h,3,0.161
d58_24,d58,h,3,0.161
d58_25,d58,h,3,0.161
d58_26,d58,h,3,0.161
d58_27,d58,o,45,-0.62
d58_28,d58,o,45,-0.619
d58_29,d58,h,8,0.431
d58_3,d58,c,27,0.031
d58_30,d58,h,8,0.431
d58_31,d58,h,3,0.081
d58_32,d58,h,3,0.081
d58_4,d58,c,195,-0.069
d58_5,d58,c,22,-0.099
d58_6,d58,c,22,-0.099
d58_7,d58,c,22,-0.099
d58_8,d58,c,22,-0.099
d58_9,d58,c,27,0.031
d59_1,d59,c,22,-0.115
d59_10,d59,c,27,-0.085
d59_11,d59,c,22,-0.115
d59_12,d59,c,27,0.015
d59_13,d59,c,27,-0.085
d59_14,d59,c,25,-0.085
d59_15,d59,c,22,-0.115
d59_16,d59,c,22,-0.115
d59_17,d59,c,22,-0.115
d59_18,d59,c,26,-0.085
d59_19,d59,c,21,-0.115
d59_2,d59,c,27,0.015
d59_20,d59,c,21,0.015
d59_21,d59,h,3,0.144
d59_22,d59,h,3,0.144
d59_23,d59,h,3,0.144
d59_24,d59,h,3,0.145
d59_25,d59,h,3,0.145
d59_26,d59,h,3,0.145
d59_27,d59,h,3,0.145
d59_28,d59,h,3,0.144
d59_29,d59,h,3,0.144
d59_3,d59,c,27,-0.085
d59_30,d59,h,3,0.144
d59_31,d59,h,3,0.144
d59_32,d59,n,38,0.814
d59_33,d59,o,40,-0.386
d59_34,d59,o,40,-0.386
d59_4,d59,c,22,-0.115
d59_5,d59,c,22,-0.115
d59_6,d59,c,22,-0.115
d59_7,d59,c,22,-0.115
d59_8,d59,c,22,-0.115
d59_9,d59,c,27,0.015
d5_1,d5,c,22,0.309
d5_10,d5,n,38,0.81
d5_11,d5,f,92,-0.291
d5_12,d5,f,92,-0.291
d5_13,d5,o,40,-0.39
d5_14,d5,o,40,-0.39
d5_2,d5,c,22,-0.121
d5_3,d5,c,22,-0.121
d5_4,d5,c,22,0.31
d5_5,d5,c,22,-0.121
d5_6,d5,c,22,-0.121
d5_7,d5,h,3,0.139
d5_8,d5,h,3,0.139
d5_9,d5,h,3,0.139
d60_1,d60,c,22,-0.114
d60_10,d60,c,22,-0.114
d60_11,d60,c,22,-0.114
d60_12,d60,c,22,-0.114
d60_13,d60,c,22,-0.114
d60_14,d60,h,3,0.146
d60_15,d60,h,3,0.146
d60_16,d60,n,38,0.817
d60_17,d60,n,38,0.817
d60_18,d60,n,38,0.817
d60_19,d60,o,40,-0.384
d60_2,d60,c,22,-0.114
d60_20,d60,o,40,-0.384
d60_21,d60,o,40,-0.383
d60_22,d60,o,40,-0.384
d60_23,d60,o,40,-0.383
d60_24,d60,o,40,-0.383
d60_3,d60,c,27,0.016
d60_4,d60,c,27,0.016
d60_5,d60,c,22,-0.114
d60_6,d60,c,22,-0.114
d60_7,d60,h,3,0.146
d60_8,d60,h,3,0.146
d60_9,d60,h,3,0.146
d61_1,d61,c,22,-0.105
d61_10,d61,c,22,-0.105
d61_11,d61,c,22,-0.105
d61_12,d61,c,22,-0.105
d61_13,d61,c,22,-0.105
d61_14,d61,c,22,-0.105
d61_15,d61,c,29,0.025
d61_16,d61,h,3,0.155
d61_17,d61,h,3,0.155
d61_18,d61,h,3,0.155
d61_19,d61,c,10,0.025
d61_2,d61,c,22,-0.105
d61_20,d61,h,3,0.075
d61_21,d61,h,3,0.075
d61_22,d61,c,93,-0.176
d61_23,d61,n,38,0.824
d61_24,d61,o,40,-0.376
d61_25,d61,o,40,-0.376
d61_3,d61,c,22,-0.105
d61_4,d61,c,29,0.025
d61_5,d61,c,22,-0.105
d61_6,d61,c,22,-0.105
d61_7,d61,h,3,0.155
d61_8,d61,h,3,0.154
d61_9,d61,h,3,0.155
d62_1,d62,c,22,-0.127
d62_10,d62,o,45,-0.647
d62_11,d62,h,8,0.403
d62_12,d62,n,32,-0.777
d62_13,d62,n,38,0.802
d62_14,d62,o,40,-0.397
d62_15,d62,o,40,-0.397
d62_16,d62,h,1,0.333
d62_17,d62,h,1,0.333
d62_2,d62,c,22,-0.127
d62_3,d62,c,22,-0.127
d62_4,d62,c,22,0.203
d62_5,d62,c,22,0.253
d62_6,d62,c,22,-0.127
d62_7,d62,h,3,0.133
d62_8,d62,h,3,0.133
d62_9,d62,h,3,0.133
d63_1,d63,c,21,-0.004
d63_10,d63,n,32,-0.404
d63_11,d63,n,32,-0.404
d63_12,d63,c,14,0.597
d63_13,d63,c,16,-0.204
d63_14,d63,o,40,-0.553
d63_15,d63,c,16,-0.204
d63_16,d63,c,21,0.096
d63_17,d63,c,21,-0.134
d63_18,d63,c,21,-0.134
d63_19,d63,c,21,-0.004
d63_2,d63,c,21,-0.134
d63_20,d63,c,21,-0.134
d63_21,d63,n,38,0.797
d63_22,d63,o,40,-0.404
d63_23,d63,o,40,-0.403
d63_24,d63,h,3,0.126
d63_25,d63,h,3,0.126
d63_26,d63,h,3,0.046
d63_27,d63,h,1,0.246
d63_28,d63,h,3,0.096
d63_29,d63,h,3,0.126
d63_3,d63,c,21,-0.134
d63_30,d63,h,3,0.126
d63_31,d63,h,3,0.126
d63_32,d63,h,3,0.096
d63_4,d63,c,21,0.096
d63_5,d63,o,52,-0.034
d63_6,d63,n,38,0.797
d63_7,d63,o,40,-0.403
d63_8,d63,o,40,-0.403
d63_9,d63,c,14,0.597
d64_1,d64,c,22,-0.128
d64_10,d64,c,22,0.102
d64_11,d64,c,22,-0.128
d64_12,d64,c,22,-0.128
d64_13,d64,c,22,-0.128
d64_14,d64,c,22,-0.128
d64_15,d64,c,29,0.002
d64_16,d64,h,3,0.132
d64_17,d64,h,3,0.132
d64_18,d64,h,3,0.132
d64_19,d64,c,14,0.553
d64_2,d64,c,22,-0.128
d64_20,d64,n,38,0.803
d64_21,d64,n,38,0.803
d64_22,d64,o,40,-0.397
d64_23,d64,o,40,-0.397
d64_24,d64,o,40,-0.397
d64_25,d64,o,40,-0.397
d64_26,d64,o,40,-0.547
d64_3,d64,c,22,0.102
d64_4,d64,c,29,0.002
d64_5,d64,c,22,-0.128
d64_6,d64,c,22,-0.128
d64_7,d64,h,3,0.132
d64_8,d64,h,3,0.132
d64_9,d64,h,3,0.132
d65_1,d65,c,22,-0.118
d65_10,d65,h,3,0.142
d65_11,d65,c,22,-0.118
d65_12,d65,c,22,-0.118
d65_13,d65,c,22,-0.118
d65_14,d65,c,22,-0.118
d65_15,d65,h,3,0.142
d65_16,d65,h,3,0.142
d65_17,d65,n,38,0.811
d65_18,d65,n,38,0.811
d65_19,d65,o,40,-0.388
d65_2,d65,c,22,-0.118
d65_20,d65,o,40,-0.389
d65_21,d65,o,40,-0.389
d65_22,d65,o,40,-0.388
d65_3,d65,c,27,0.012
d65_4,d65,c,27,0.012
d65_5,d65,c,22,-0.118
d65_6,d65,c,22,-0.118
d65_7,d65,h,3,0.142
d65_8,d65,h,3,0.142
d65_9,d65,h,3,0.142
d66_1,d66,c,22,-0.128
d66_10,d66,h,3,0.132
d66_11,d66,c,29,0.002
d66_12,d66,c,22,-0.128
d66_13,d66,c,22,-0.128
d66_14,d66,c,22,0.202
d66_15,d66,c,22,-0.128
d66_16,d66,c,22,-0.128
d66_17,d66,h,3,0.132
d66_18,d66,h,3,0.132
d66_19,d66,h,3,0.132
d66_2,d66,c,22,-0.128
d66_20,d66,h,3,0.132
d66_21,d66,n,32,-0.779
d66_22,d66,n,38,0.801
d66_23,d66,o,40,-0.398
d66_24,d66,o,40,-0.398
d66_25,d66,h,1,0.332
d66_26,d66,h,1,0.332
d66_3,d66,c,22,-0.128
d66_4,d66,c,29,0.002
d66_5,d66,c,22,-0.128
d66_6,d66,c,22,-0.128
d66_7,d66,h,3,0.132
d66_8,d66,h,3,0.132
d66_9,d66,h,3,0.132
d67_1,d67,c,22,-0.122
d67_10,d67,c,22,-0.122
d67_11,d67,c,22,0.258
d67_12,d67,c,22,-0.122
d67_13,d67,c,29,0.008
d67_14,d67,h,3,0.138
d67_15,d67,c,28,0.008
d67_16,d67,c,28,0.008
d67_17,d67,c,22,-0.122
d67_18,d67,c,22,-0.122
d67_19,d67,c,22,-0.122
d67_2,d67,c,22,-0.122
d67_20,d67,c,22,-0.122
d67_21,d67,h,3,0.138
d67_22,d67,h,3,0.138
d67_23,d67,h,3,0.138
d67_24,d67,n,38,0.807
d67_25,d67,o,45,-0.643
d67_26,d67,o,40,-0.392
d67_27,d67,o,40,-0.392
d67_28,d67,h,8,0.408
d67_29,d67,h,3,0.138
d67_3,d67,c,27,0.008
d67_4,d67,c,27,-0.092
d67_5,d67,c,28,0.008
d67_6,d67,c,22,-0.122
d67_7,d67,h,3,0.138
d67_8,d67,h,3,0.138
d67_9,d67,h,3,0.138
d68_1,d68,c,22,-0.114
d68_10,d68,h,3,0.145
d68_11,d68,c,22,-0.114
d68_12,d68,c,27,0.016
d68_13,d68,c,195,-0.084
d68_14,d68,c,195,-0.084
d68_15,d68,h,3,0.145
d68_16,d68,c,22,-0.114
d68_17,d68,c,22,-0.114
d68_18,d68,c,27,0.016
d68_19,d68,c,27,-0.084
d68_2,d68,c,22,-0.114
d68_20,d68,h,3,0.145
d68_21,d68,h,3,0.145
d68_22,d68,c,27,0.016
d68_23,d68,c,22,-0.114
d68_24,d68,c,22,-0.114
d68_25,d68,h,3,0.145
d68_26,d68,h,3,0.145
d68_27,d68,c,22,-0.114
d68_28,d68,c,22,-0.114
d68_29,d68,c,22,-0.114
d68_3,d68,c,27,0.016
d68_30,d68,h,3,0.145
d68_31,d68,h,3,0.145
d68_32,d68,n,38,0.815
d68_33,d68,o,40,-0.385
d68_34,d68,o,40,-0.385
d68_4,d68,c,27,-0.084
d68_5,d68,c,22,-0.114
d68_6,d68,c,22,-0.114
d68_7,d68,h,3,0.145
d68_8,d68,h,3,0.145
d68_9,d68,h,3,0.145
d69_1,d69,c,22,-0.114
d69_10,d69,c,22,-0.114
d69_11,d69,c,22,-0.114
d69_12,d69,c,22,-0.114
d69_13,d69,c,22,-0.114
d69_14,d69,c,22,-0.114
d69_15,d69,c,29,0.016
d69_16,d69,h,3,0.145
d69_17,d69,h,3,0.145
d69_18,d69,h,3,0.145
d69_19,d69,c,10,0.016
d69_2,d69,c,22,-0.114
d69_20,d69,h,3,0.066
d69_21,d69,h,3,0.066
d69_22,d69,n,38,0.815
d69_23,d69,n,38,0.815
d69_24,d69,o,40,-0.385
d69_25,d69,o,40,-0.385
d69_26,d69,o,40,-0.385
d69_27,d69,o,40,-0.385
d69_3,d69,c,22,-0.114
d69_4,d69,c,29,0.016
d69_5,d69,c,22,-0.114
d69_6,d69,c,22,-0.114
d69_7,d69,h,3,0.145
d69_8,d69,h,3,0.145
d69_9,d69,h,3,0.145
d6_1,d6,c,22,-0.109
d6_10,d6,c,22,-0.109
d6_11,d6,c,22,-0.109
d6_12,d6,c,22,-0.109
d6_13,d6,c,27,0.021
d6_14,d6,c,22,-0.109
d6_15,d6,c,22,-0.109
d6_16,d6,c,22,-0.109
d6_17,d6,h,3,0.151
d6_18,d6,h,3,0.151
d6_19,d6,h,3,0.151
d6_2,d6,c,22,-0.109
d6_20,d6,h,3,0.151
d6_21,d6,h,3,0.151
d6_22,d6,h,3,0.151
d6_23,d6,n,38,0.822
d6_24,d6,n,38,0.822
d6_25,d6,o,40,-0.379
d6_26,d6,o,40,-0.379
d6_27,d6,o,40,-0.379
d6_28,d6,o,40,-0.379
d6_29,d6,o,40,-0.378
d6_3,d6,c,27,0.021
d6_30,d6,o,40,-0.379
d6_31,d6,o,40,-0.379
d6_32,d6,o,40,-0.378
d6_33,d6,n,38,0.822
d6_34,d6,n,38,0.822
d6_4,d6,c,27,-0.079
d6_5,d6,c,27,0.021
d6_6,d6,c,22,-0.109
d6_7,d6,c,27,-0.079
d6_8,d6,c,27,0.021
d6_9,d6,c,22,-0.109
d70_1,d70,c,22,-0.128
d70_10,d70,n,32,-0.398
d70_11,d70,c,14,0.601
d70_12,d70,c,14,0.551
d70_13,d70,o,40,-0.549
d70_14,d70,o,40,-0.549
d70_15,d70,h,1,0.252
d70_16,d70,n,38,0.801
d70_17,d70,o,40,-0.399
d70_18,d70,o,40,-0.398
d70_2,d70,c,22,-0.128
d70_3,d70,c,22,0.202
d70_4,d70,c,22,0.002
d70_5,d70,c,22,-0.128
d70_6,d70,c,22,-0.128
d70_7,d70,h,3,0.132
d70_8,d70,h,3,0.132
d70_9,d70,h,3,0.132
d71_1,d71,c,22,-0.118
d71_10,d71,c,27,-0.089
d71_11,d71,c,27,0.012
d71_12,d71,c,22,0.012
d71_13,d71,c,22,0.012
d71_14,d71,c,22,-0.118
d71_15,d71,c,22,-0.118
d71_16,d71,c,22,-0.118
d71_17,d71,c,10,-0.089
d71_18,d71,c,10,-0.089
d71_19,d71,c,10,-0.089
d71_2,d71,c,22,-0.118
d71_20,d71,c,10,-0.089
d71_21,d71,n,38,0.811
d71_22,d71,n,38,0.811
d71_23,d71,o,40,-0.39
d71_24,d71,o,40,-0.389
d71_25,d71,o,40,-0.389
d71_26,d71,o,40,-0.39
d71_27,d71,h,3,0.141
d71_28,d71,h,3,0.141
d71_29,d71,h,3,0.141
d71_3,d71,c,27,0.012
d71_30,d71,h,3,0.141
d71_31,d71,h,3,0.141
d71_32,d71,h,3,0.141
d71_33,d71,h,3,0.062
d71_34,d71,h,3,0.062
d71_35,d71,h,3,0.062
d71_36,d71,h,3,0.062
d71_37,d71,h,3,0.062
d71_38,d71,h,3,0.062
d71_39,d71,h,3,0.062
d71_4,d71,c,27,-0.089
d71_40,d71,h,3,0.062
d71_5,d71,c,27,0.012
d71_6,d71,c,22,-0.118
d71_7,d71,c,22,-0.118
d71_8,d71,c,22,-0.118
d71_9,d71,c,27,0.012
d72_1,d72,c,22,-0.118
d72_10,d72,h,3,0.141
d72_11,d72,c,22,-0.118
d72_12,d72,c,22,-0.118
d72_13,d72,c,22,-0.118
d72_14,d72,c,22,-0.118
d72_15,d72,c,22,-0.118
d72_16,d72,c,29,0.012
d72_17,d72,h,3,0.141
d72_18,d72,h,3,0.141
d72_19,d72,h,3,0.141
d72_2,d72,c,22,-0.118
d72_20,d72,c,10,0.012
d72_21,d72,h,3,0.062
d72_22,d72,h,3,0.062
d72_23,d72,n,38,0.811
d72_24,d72,o,40,-0.389
d72_25,d72,o,40,-0.389
d72_3,d72,c,22,-0.118
d72_4,d72,c,29,0.012
d72_5,d72,c,22,-0.118
d72_6,d72,c,22,-0.118
d72_7,d72,h,3,0.141
d72_8,d72,h,3,0.141
d72_9,d72,h,3,0.141
d73_1,d73,c,22,-0.128
d73_10,d73,h,3,0.132
d73_11,d73,c,29,0.002
d73_12,d73,c,22,-0.128
d73_13,d73,c,22,-0.128
d73_14,d73,c,22,-0.128
d73_15,d73,c,22,0.202
d73_16,d73,c,22,-0.128
d73_17,d73,h,3,0.132
d73_18,d73,h,3,0.132
d73_19,d73,h,3,0.132
d73_2,d73,c,22,-0.128
d73_20,d73,h,3,0.132
d73_21,d73,n,32,-0.779
d73_22,d73,n,38,0.801
d73_23,d73,o,40,-0.398
d73_24,d73,o,40,-0.398
d73_25,d73,h,1,0.332
d73_26,d73,h,1,0.332
d73_3,d73,c,22,-0.128
d73_4,d73,c,29,0.002
d73_5,d73,c,22,-0.128
d73_6,d73,c,22,-0.128
d73_7,d73,h,3,0.132
d73_8,d73,h,3,0.132
d73_9,d73,h,3,0.132
d74_1,d74,c,22,-0.123
d74_10,d74,c,22,-0.123
d74_11,d74,c,22,-0.123
d74_12,d74,c,22,-0.123
d74_13,d74,c,29,0.007
d74_14,d74,h,3,0.136
d74_15,d74,h,3,0.136
d74_16,d74,h,3,0.136
d74_17,d74,c,28,0.007
d74_18,d74,c,28,0.007
d74_19,d74,c,22,-0.123
d74_2,d74,c,22,-0.123
d74_20,d74,c,27,0.007
d74_21,d74,c,27,0.007
d74_22,d74,c,22,-0.123
d74_23,d74,h,3,0.136
d74_24,d74,h,3,0.137
d74_25,d74,c,22,-0.123
d74_26,d74,c,22,-0.123
d74_27,d74,c,22,-0.123
d74_28,d74,c,22,-0.123
d74_29,d74,h,3,0.137
d74_3,d74,c,27,0.007
d74_30,d74,h,3,0.137
d74_31,d74,h,3,0.137
d74_32,d74,n,38,0.806
d74_33,d74,o,40,-0.394
d74_34,d74,o,40,-0.394
d74_4,d74,c,27,-0.093
d74_5,d74,c,28,0.007
d74_6,d74,c,22,-0.123
d74_7,d74,h,3,0.136
d74_8,d74,h,3,0.137
d74_9,d74,h,3,0.137
d75_1,d75,c,22,-0.12
d75_10,d75,h,3,0.14
d75_11,d75,c,29,0.01
d75_12,d75,c,22,-0.12
d75_13,d75,c,22,-0.12
d75_14,d75,c,22,-0.12
d75_15,d75,c,22,-0.12
d75_16,d75,c,22,-0.12
d75_17,d75,h,3,0.14
d75_18,d75,h,3,0.14
d75_19,d75,h,3,0.14
d75_2,d75,c,22,-0.12
d75_20,d75,h,3,0.14
d75_21,d75,n,38,0.81
d75_22,d75,n,38,0.81
d75_23,d75,o,40,-0.39
d75_24,d75,o,40,-0.39
d75_25,d75,o,40,-0.39
d75_26,d75,o,40,-0.39
d75_3,d75,c,22,-0.12
d75_4,d75,c,29,0.01
d75_5,d75,c,22,-0.12
d75_6,d75,c,22,-0.12
d75_7,d75,h,3,0.14
d75_8,d75,h,3,0.14
d75_9,d75,h,3,0.14
d76_1,d76,c,22,-0.097
d76_10,d76,h,3,0.163
d76_11,d76,n,38,0.832
d76_12,d76,c,93,-0.167
d76_13,d76,o,40,-0.368
d76_14,d76,o,40,-0.367
d76_2,d76,c,22,-0.097
d76_3,d76,c,22,-0.097
d76_4,d76,c,22,-0.097
d76_5,d76,c,22,-0.097
d76_6,d76,c,22,-0.097
d76_7,d76,h,3,0.163
d76_8,d76,h,3,0.163
d76_9,d76,h,3,0.163
d77_1,d77,c,22,-0.128
d77_10,d77,h,3,0.132
d77_11,d77,c,29,0.002
d77_12,d77,c,22,-0.128
d77_13,d77,c,22,-0.128
d77_14,d77,c,22,-0.128
d77_15,d77,c,22,-0.128
d77_16,d77,c,22,0.202
d77_17,d77,h,3,0.132
d77_18,d77,h,3,0.132
d77_19,d77,h,3,0.132
d77_2,d77,c,22,-0.128
d77_20,d77,h,3,0.132
d77_21,d77,n,32,-0.779
d77_22,d77,n,38,0.801
d77_23,d77,o,40,-0.398
d77_24,d77,o,40,-0.398
d77_25,d77,h,1,0.332
d77_26,d77,h,1,0.332
d77_3,d77,c,22,-0.128
d77_4,d77,c,29,0.002
d77_5,d77,c,22,-0.128
d77_6,d77,c,22,-0.128
d77_7,d77,h,3,0.132
d77_8,d77,h,3,0.132
d77_9,d77,h,3,0.132
d78_1,d78,c,22,-0.124
d78_10,d78,h,3,0.136
d78_11,d78,c,29,0.006
